reporting_name	reporting_id	taxids	compound_id	class_type	subclass	nucleic_acid	RNA	DNA	seqids_in_rna_db	seqids_in_dna_db	semantic_group	core
Streptomyces phage Attoomi	39539	2059881	39539_2059881	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage BRock	39546	1913591	39546_1913591	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage BabyGotBac	39540	1933692	39540_1933692	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage BeardedLady	39541	2024286	39541_2024286	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage BillNye	39542	2079426	39542_2079426	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Bing	39543	2079427	39543_2079427	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Bioscum	39544	1920307	39544_1920307	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Brataylor	39545	1873994	39545_1873994	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage BryanRecycles	39547	2024287	39547_2024287	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Caliburn	39548	1690425	39548_1690425	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Celeste	39549	2024288	39549_2024288	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Chymera	39550	1821728	39550_1821728	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Danzina	39551	1690427	39551_1690427	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Dattran	39552	2024289	39552_2024289	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Daudau	39553	2041206	39553_2041206	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Diane	39554	2041207	39554_2041207	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage DrGrey	39555	2024284	39555_2024284	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Esperer	39556	2024290	39556_2024290	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Godpower	39557	1873995	39557_1873995	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage HaugeAnator	39558	2060086	39558_2060086	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Hydra	39559	1690428	39559_1690428	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Ididsumtinwong	39560	1920308	39560_1920308	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Immanuel3	39561	2053813	39561_2053813	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Izzy	39562	1674926	39562_1674926	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Jash	39563	2024291	39563_2024291	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Jay2Jay	39564	1556290	39564_1556290	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Joe	39565	1913034	39565_1913034	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Lannister	39566	1674927	39566_1674927	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Lika	39567	1327758	39567_1327758	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Lorelei	39568	1873996	39568_1873996	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Maih	39569	1775283	39569_1775283	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Manuel	39570	2053812	39570_2053812	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Mildred21	39571	2023959	39571_2023959	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Mojorita	39572	1920309	39572_1920309	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Nanodon	39574	1873777	39574_1873777	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage NootNoot	39576	2023992	39576_2023992	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Oliynyk	39577	2024292	39577_2024292	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage OlympicHelado	39578	1897524	39578_1897524	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Omar	39579	2059882	39579_2059882	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Ozzie	39580	2024293	39580_2024293	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage OzzyJ	39581	2079428	39581_2079428	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage PapayaSalad	39583	1920310	39583_1920310	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Paradiddles	39584	2023993	39584_2023993	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Peebs	39585	2023994	39585_2023994	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Percastrophe	39586	2060087	39586_2060087	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Picard	39593	1920311	39593_1920311	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage R4	39594	10732	39594_10732	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Raleigh	39595	1920312	39595_1920312	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Rima	39596	1897525	39596_1897525	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Romero	39597	2060088	39597_2060088	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Rowa	39598	2059883	39598_2059883	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage SF1	39601	1690817	39601_1690817	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage SF3	39602	1690818	39602_1690818	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage SV1	39607	1204525	39607_1204525	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Samisti12	39599	2023995	39599_2023995	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Scap1	39600	2041354	39600_2041354	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Spectropatronm	39603	2024285	39603_2024285	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage SqueakyClean	39604	2041208	39604_2041208	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Sujidade	39605	1327759	39605_1327759	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Sushi23	39606	2015806	39606_2015806	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage TP1604	39611	1636184	39611_1636184	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Tefunt	39608	2041209	39608_2041209	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage ToastyFinz	39609	1965452	39609_1965452	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage ToriToki	39610	2060089	39610_2060089	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage VWB	39613	10702	39613_10702	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Verse	39612	1673878	39612_1673878	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage WRightOn	39616	2053723	39616_2053723	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Warpy	39614	2015805	39614_2015805	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Xkcd426	39617	1784947	39617_1784947	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage YDN12	39619	1636183	39619_1636183	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Zemlya	39620	1327760	39620_1327760	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage ZooBear	39621	2060090	39621_2060090	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage mu1/6	39573	370623	39573_370623	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage phiCAM	39587	1239386	39587_1239386	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage phiELB20	39588	1211278	39588_1211278	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage phiHau3	39589	1204524	39589_1204524	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage phiK38-1	39590	374421	39590_374421	viral	phage	unclear	virus	.	1	0	.	.
Streptomyces phage phiSAJS1	39591	1755682	39591_1755682	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage phiSASD1	39592	747763	39592_747763	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces pharetrae	9325	291370,1144883	9325_291370	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces pharmamarensis	10781	889792	10781_889792	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces phyllanthi	6919	1803180	6919_1803180	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces phytohabitans	14919	1150371	14919_1150371	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces pilosus	11111	28893	11111_28893	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces piloviolofuscus	12636	285534	12636_285534	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces pini	8744	1520580	8744_1520580	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces piomogenus	14942	285508	14942_285508	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces platensis	10348	58346	10348_58346	bacterial	bacterial	.	16s	.	39	0	.	.
Streptomyces plemorphus	10844	225050	10844_225050	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces plicatus	9630	1922	9630_1922	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces plumbeus	5962	285475	5962_285475	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces plumbiresistens	13735	511811	13735_511811	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces pluricolorescens	11608	37480	11608_37480	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces pluripotens	8	1355015	8_1355015	bacterial	bacterial	.	16s	bg	3	2	.	bg
Streptomyces polyantibioticus	7336	340148,1144882	7336_340148	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces polychromogenes	10330	67342	10330_67342	bacterial	bacterial	.	16s	.	14	0	.	.
Streptomyces polygonati	8856	1617087	8856_1617087	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces polymachus	5661	1550619	5661_1550619	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces polyrhachis	12365	1282885	12365_1282885	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces poonensis	8540	68255	8540_68255	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces praecox	15051	67343	15051_67343	bacterial	bacterial	.	16s	.	13	0	.	.
Streptomyces prasinopilosus	2081	67344	2081_67344	bacterial	bacterial	.	16s	bg	9	1	.	bg
Streptomyces prasinosporus	12065	68256	12065_68256	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces prasinus	551	67345	551_67345	bacterial	bacterial	.	16s	bg	12	1	.	bg
Streptomyces pratens	15376	887456	15376_887456	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces pratensis	3548	1169025	3548_1169025	bacterial	bacterial	.	16s	bg	33	1	.	bg
Streptomyces pristinaespiralis	4470	38300	4470_38300	bacterial	bacterial	.	16s	bg	1	2	.	bg
Streptomyces propurpuratus	12999	285512	12999_285512	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces prunicolor	3488	1312234,67348	3488_67348	bacterial	bacterial	.	16s	bg	7	1	.	bg
Streptomyces pseudoechinosporeus	10248	285444	10248_285444	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces pseudogriseolus	12304	36817	12304_36817	bacterial	bacterial	.	16s	.	19	0	.	.
Streptomyces pseudovenezuelae	4090	67350	4090_67350	bacterial	bacterial	.	16s	bg	9	1	.	bg
Streptomyces pulcher	8515	68257	8515_68257	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces pulveraceus	15407	68258	15407_68258	bacterial	bacterial	.	16s	.	14	0	.	.
Streptomyces puniceus	4616	67351	4616_67351	bacterial	bacterial	.	16s	bg	32	7	.	bg
Streptomyces puniciscabiei	2710	164348	2710_164348	bacterial	bacterial	.	16s	bg	6	1	.	bg
Streptomyces purpeochromogenes	112	1464077	112_1464077	bacterial	bacterial	.	.	bg	0	2	.	bg
Streptomyces purpurascens	9223	1924	9223_1924	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces purpureus	478	1951	478_1951	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces purpurogeneiscleroticus	13612	68259	13612_68259	bacterial	bacterial	.	16s	bg	5	1	.	.
Streptomyces pyridomyceticus	2413	68260	2413_68260	bacterial	bacterial	.	.	bg	0	2	.	bg
Streptomyces qinglanensis	4039	943816	4039_943816	bacterial	bacterial	.	16s	bg	3	1	.	bg
Streptomyces qinlingensis	7008	360709	7008_360709	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces racemochromogenes	11817	67353	11817_67353	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces radiopugnans	6223	403935	6223_403935	bacterial	bacterial	.	16s	.	18	0	.	.
Streptomyces rajshahiensis	12209	881807	12209_881807	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces rameus	8855	68261	8855_68261	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces ramulosus	5674	47762	5674_47762	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces rapamycinicus	9741	1226757	9741_1226757	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces recifensis	14826	67355	14826_67355	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces rectiverticillatus	8933	173860	8933_173860	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces rectiviolaceus	11117	332591	11117_332591	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces regalis	1225	68262	1225_68262	bacterial	bacterial	.	16s	bg	1	1	.	bg
Streptomyces regensis	7106	68263	7106_68263	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces resistomycificus	5306	67356	5306_67356	bacterial	bacterial	.	16s	bg	8	3	.	bg
Streptomyces reticuli	53	1926	53_1926	bacterial	bacterial	.	16s	bg	1	1	.	bg
Streptomyces reticuliscabiei	8667	146821	8667_146821	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces rhizophilus	9735	1367506	9735_1367506	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces rhizosphaericus	7435	114699	7435_114699	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces rhizosphaerihabitans	6879	1266770	6879_1266770	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces ribosidificus	5747	80859	5747_80859	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces rimosus	5014	92743,1927	5014_1927	bacterial	bacterial	.	16s	bg	11	32	.	bg
Streptomyces rishiriensis	15296	68264	15296_68264	bacterial	bacterial	.	16s	.	14	0	.	.
Streptomyces rochei	11994	1928	11994_1928	bacterial	bacterial	.	16s	.	49	0	.	.
Streptomyces roseiscleroticus	9188	1972	9188_1972	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces roseochromogenus	5231	285450	5231_285450	bacterial	bacterial	.	16s	bg	6	1	.	bg
Streptomyces roseocinereus	12233	285502	12233_285502	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces roseofulvus	8323	33902	8323_33902	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces roseogilvus	7798	645168	7798_645168	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces roseogriseolus	12772	425669	12772_425669	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces roseogriseus	13440	285471	13440_285471	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces roseolilacinus	10026	66904	10026_66904	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces roseolus	12080	67358	12080_67358	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces roseorubens	14107	285472	14107_285472	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces roseoverticillatus	1440	66429,173832	1440_66429	bacterial	bacterial	.	16s	bg	18	1	.	bg
Streptomyces roseoviolaceus	10061	67360	10061_67360	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces roseoviolascens	8638	285542	8638_285542	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces roseoviridis	14254	67361	14254_67361	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces roseus	1802	66430	1802_66430	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces ruanii	8335	1226759	8335_1226759	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces rubellomurinus	709	359131	709_359131	bacterial	bacterial	.	16s	bg	1	2	.	bg
Streptomyces ruber	4271	83378	4271_83378	bacterial	bacterial	.	16s	bg	3	2	.	bg
Streptomyces rubidus	12275	310780	12275_310780	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces rubiginosohelvolus	9833	67362	9833_67362	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces rubiginosus	9501	1929	9501_1929	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces rubrisoli	13815	1387313	13815_1387313	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces rubrocyanodiastaticus	15194	285549	15194_285549	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces rubrogriseus	14231	194673	14231_194673	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces rubrolavendulae	8097	285473	8097_285473	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces rubrus	10861	565074	10861_565074	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces rutgersensis	15357	53451	15357_53451	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces ryensis	7297	285506	7297_285506	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces sacchari	11904	149537	11904_149537	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces sahachiroi	8881	285525	8881_285525	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces salmonis	9699	97400	9699_97400	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sampsonii	3889	42239	3889_42239	bacterial	bacterial	.	16s	bg	19	2	.	bg
Streptomyces samsunensis	12341	459658	12341_459658	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sanglieri	14672	193460	14672_193460	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces sannanensis	11375	285536	11375_285536	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces sannurensis	11663	238877	11663_238877	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sanyensis	7622	568869	7622_568869	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sapporonensis	5768	97401	5768_97401	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces sasae	7501	1266772	7501_1266772	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sayamaensis	6573	285577	6573_285577	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces scabiei	3100	1930	3100_1930	bacterial	bacterial	.	16s	bg	46	12	.	bg
Streptomyces scabrisporus	3200	159449	3200_159449	bacterial	bacterial	.	16s	bg	16	1	.	bg
Streptomyces sclerogranulatus	12708	285544	12708_285544	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces sclerotialus	4681	1957	4681_1957	bacterial	bacterial	.	16s	bg	11	2	.	bg
Streptomyces scopiformis	15284	104206	15284_104206	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces scopuliridis	2869	452529,1440053	2869_452529	bacterial	bacterial	.	16s	bg	3	1	.	bg
Streptomyces sedi	10655	555059	10655_555059	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces seoulensis	3495	73044	3495_73044	bacterial	bacterial	.	16s	bg	11	1	.	bg
Streptomyces septatus	11196	156648	11196_156648	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces seranimatus	11787	408067	11787_408067	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces setonensis	14175	285486	14175_285486	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces seymenliensis	10173	1302728	10173_1302728	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces shaanxiensis	12639	653357	12639_653357	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces shandongensis	12031	310041	12031_310041	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces shandonggensis	11879	436080	11879_436080	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces shenzhenensis	8430	943815	8430_943815	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces shiodaensis	9219	285507	9219_285507	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces showdoensis	9879	68268	9879_68268	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces siamensis	8464	1274986	8464_1274986	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces silaceus	410	545123	410_545123	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces silvensis	1975	1765722	1975_1765722	bacterial	bacterial	.	.	bg	0	1	.	bg
Streptomyces similanensis	8569	1274988	8569_1274988	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sindenensis	15052	67363	15052_67363	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces sioyaensis	13636	67364	13636_67364	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces smyrnaeus	6391	1387713	6391_1387713	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces sodiiphilus	15143	226217	15143_226217	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces solisilvae	5545	1929477	5545_1929477	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces somaliensis	124	1134445,78355	124_78355	bacterial	bacterial	.	16s	bg	17	1	.	bg
Streptomyces sparsogenes	4699	67365	4699_67365	bacterial	bacterial	.	16s	bg	6	1	.	bg
Streptomyces sparsus	6021	297584	6021_297584	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces specialis	2460	498367	2460_498367	bacterial	bacterial	.	16s	bg	6	1	.	bg
Streptomyces spectabilis	13291	68270	13291_68270	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces speibonae	11294	195801	11294_195801	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces spinicoumarensis	12781	285520	12781_285520	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces spinoverrucosus	5977	284043	5977_284043	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces spiralis	14793	66376	14793_66376	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces spiramyceticus	6380	299717	6380_299717	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces spiroverticillatus	8223	67366	8223_67366	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces spongiae	7278	565072	7278_565072	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces spongiicola	10757	1690221	10757_1690221	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces sporoclivatus	9719	284038	9719_284038	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces spororaveus	7070	284039	7070_284039	bacterial	bacterial	.	16s	.	16	0	.	.
Streptomyces sporoverrucosus	13917	285567	13917_285567	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces staurosporininus	11751	887469	11751_887469	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces steffisburgensis	6475	68271	6475_68271	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces stelliscabiei	4097	146820	4097_146820	bacterial	bacterial	.	16s	bg	15	2	.	bg
Streptomyces stramineus	13089	173861	13089_173861	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces subrutilus	5363	36818	5363_36818	bacterial	bacterial	.	16s	bg	12	1	.	bg
Streptomyces sudanensis	9391	436397	9391_436397	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces sulfonofaciens	11555	68272	11555_68272	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces sulphureus	4177	47758	4177_47758	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces sundarbansensis	6933	265730	6933_265730	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces sviceus	781	285530	781_285530	bacterial	bacterial	.	.	bg	0	1	.	bg
Streptomyces synnematoformans	7153	415721	7153_415721	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces syringium	13734	76729	13734_76729	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces tacrolimicus	11920	330919	11920_330919	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces tanashiensis	9030	67367	9030_67367	bacterial	bacterial	.	16s	.	14	0	.	.
Streptomyces tateyamensis	15368	565073	15368_565073	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces tauricus	7428	68274	7428_68274	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces tempisquensis	7477	1447783	7477_1447783	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces tendae	14704	1932	14704_1932	bacterial	bacterial	.	16s	.	24	0	.	.
Streptomyces termitum	6517	67368	6517_67368	bacterial	bacterial	.	16s	.	6	0	.	.
